-0.996667 -0.997744
-0.99 -0.997744
-0.983333 -0.997744
-0.976667 -0.997745
-0.97 -0.997745
-0.963333 -0.997746
-0.956667 -0.997747
-0.95 -0.997748
-0.943333 -0.997749
-0.936667 -0.99775
-0.93 -0.997751
-0.923333 -0.997753
-0.916667 -0.997755
-0.91 -0.997756
-0.903333 -0.997758
-0.896667 -0.99776
-0.89 -0.997762
-0.883333 -0.997765
-0.876667 -0.997767
-0.87 -0.997769
-0.863333 -0.997772
-0.856667 -0.997775
-0.85 -0.997778
-0.843333 -0.997781
-0.836667 -0.997784
-0.83 -0.997787
-0.823333 -0.997791
-0.816667 -0.997794
-0.81 -0.997798
-0.803333 -0.997802
-0.796667 -0.997806
-0.79 -0.99781
-0.783333 -0.997814
-0.776667 -0.997818
-0.77 -0.997823
-0.763333 -0.997827
-0.756667 -0.997832
-0.75 -0.997837
-0.743333 -0.997842
-0.736667 -0.997847
-0.73 -0.997852
-0.723333 -0.997857
-0.716667 -0.997863
-0.71 -0.997868
-0.703333 -0.997874
-0.696667 -0.99788
-0.69 -0.997885
-0.683333 -0.997891
-0.676667 -0.997897
-0.67 -0.997904
-0.663333 -0.99791
-0.656667 -0.997916
-0.65 -0.997923
-0.643333 -0.99793
-0.636667 -0.997936
-0.63 -0.997943
-0.623333 -0.99795
-0.616667 -0.997957
-0.61 -0.997964
-0.603333 -0.997972
-0.596667 -0.997979
-0.59 -0.997987
-0.583333 -0.997994
-0.576667 -0.998002
-0.57 -0.99801
-0.563333 -0.998018
-0.556667 -0.998026
-0.55 -0.998034
-0.543333 -0.998042
-0.536667 -0.99805
-0.53 -0.998058
-0.523333 -0.998067
-0.516667 -0.998075
-0.51 -0.998084
-0.503333 -0.998093
-0.496667 -0.998102
-0.49 -0.99811
-0.483333 -0.998119
-0.476667 -0.998128
-0.47 -0.998138
-0.463333 -0.998147
-0.456667 -0.998156
-0.45 -0.998165
-0.443333 -0.998175
-0.436667 -0.998184
-0.43 -0.998194
-0.423333 -0.998204
-0.416667 -0.998213
-0.41 -0.998223
-0.403333 -0.998233
-0.396667 -0.998243
-0.39 -0.998253
-0.383333 -0.998263
-0.376667 -0.998273
-0.37 -0.998283
-0.363333 -0.998294
-0.356667 -0.998304
-0.35 -0.998314
-0.343333 -0.998325
-0.336667 -0.998335
-0.33 -0.998346
-0.323333 -0.998356
-0.316667 -0.998367
-0.31 -0.998378
-0.303333 -0.998388
-0.296667 -0.998399
-0.29 -0.99841
-0.283333 -0.998421
-0.276667 -0.998432
-0.27 -0.998443
-0.263333 -0.998454
-0.256667 -0.998465
-0.25 -0.998476
-0.243333 -0.998487
-0.236667 -0.998498
-0.23 -0.998509
-0.223333 -0.99852
-0.216667 -0.998532
-0.21 -0.998543
-0.203333 -0.998554
-0.196667 -0.998565
-0.19 -0.998577
